County,Facility Name,IPSL/MFL,TX CURR
Kajiado,Ngong Sub-District Hospital,15351,1068
Narok,Njipship,15356,5
Nakuru,Njoro Health Centre,15358,1672
Narok,Nkararo Health Centre,15362,94
Narok,Nkareta Dispensary,15363,31
Nakuru,Nku West Health Centre,15365,451
Narok,Ntulele Dispensary,15367,138
Nakuru,Nyakiambi Dispensary,15370,57
Nakuru,Nyamamithi Dispensary,15372,59
Nakuru,Nys Dispensary (Gilgil),15377,35
Nakuru,Nys Karate Dispensary,15380,7
Bomet,Olbutyo Health Centre,15388,115
Narok,Olchorro Health Centre,15389,82
Narok,Oldanyati Health Centre,15390,23
Nakuru,Olenguruone Sub-District Hospital,15398,682
Laikipia,Oljabet Health Centre,15404,228
Narok,Olkoroi Dispensary,15411,52
Narok,Olmekenyu Dispensary,15414,145
Laikipia,Olmoran Health Centre,15417,76
Narok,Olokurto Health Centre,15420,54
Bomet,Olokyin Health Centre,15421,146
Narok,Ololulunga District Hospital,15423,422
Kajiado,Ongata Rongai Health Centre,15440,912
Turkana,Oropoi Dispensary,15445,20
West Pokot,Ortum Hospital,15446,127
Nakuru,Oserian Health Centre,15447,173
Uasin Gishu,Pioneer Health Centre,15463,510
Uasin Gishu,Plateau Hospital,15464,370
Nakuru,Prison Dispensary,15470,94
Kericho,Quadalupe Sisters Roret,15475,31
Nakuru,Rocco Dispensary,15489,210
Kajiado,Rombo Health Centre,15490,169
Narok,Romosha Dispensary,15491,11
Nakuru,Rongai Health Centre,15495,916
Bomet,Rongena Dispensary,15497,27
Kericho,Roret Sub-District Hospital,15498,309
Laikipia,Rumuruti District Hospital,15502,418
Trans Nzoia,Saboti Sub-District Hospital,15508,550
Nakuru,Sachang'wan Dispensary,15509,76
Narok,Sakutiek Health Centre,15516,88
Bomet,Segutiet Dispensary,15540,20
Narok,Sekenani Health Centre,15541,63
Nandi,Serem Health Centre (Nandi South),15545,182
Samburu,Sereolipi Dispensary,15547,15
Elgeyo Marakwet,Sergoit Dispensary,15554,19
West Pokot,Sigor Sub District Hospital,15564,154
Bomet,Sigor Sub-District Hospital,15565,308
Kericho,Sigowet Sub-District Hospital,15568,461
Bomet,Silibwet Dispensary (Bomet),15570,215
Kajiado,Simba Health Centre,15574,279
Bomet,Simotwet Medical Sub-Station,15576,49
Elgeyo Marakwet,Simotwo Dispensary (Keiyo),15578,44
West Pokot,Sina Dispensary,15580,16
Bomet,Singorwet,15583,11
Bomet,Siomo Dispensary,15585,11
Bomet,Siongiroi Health Centre,15587,363
Laikipia,Sipili Health Centre,15589,113
Nandi,Soba River Health Centre,15601,50
Narok,Sogoo Health Centre,15605,345
Kericho,Sosiot Health Centre,15617,497
Bomet,Sotik Health Centre,15619,704
Samburu,South Horr Dispensary,15621,38
Uasin Gishu,Soy Health Centre,15623,506
Narok,St.Antony Abossi Dispensary,15627,3
Nakuru,St Antony Health Centre,15628,53
Turkana,St Catherine's Napetet Dispensary,15634,303
Narok,St Elizabeth Health Centre,15636,120
Nakuru,St Elizabeth Nursing Home,15637,39
Laikipia,St Joseph Catholic Dispensary (Laikipia East),15646,70
Narok,St Joseph Hospital,15647,33
Kajiado,St Mary Health Centre (Kiserian),15652,321
Nakuru,St Mary's Hospital (Gilgil),15654,907
Uasin Gishu,St Mary's Kapsoya Dispensary,15655,39
Turkana,St Mary's Kalokol Primary Health Care Programme,15656,142
Turkana,St Monica's Nakwamekwi Dispensary,15661,297
Turkana,St Patrick's Kanamkemer Dispensary,15662,1080
Kajiado,St Therese Dispensary,15667,96
Nakuru,Subukia Health Centre,15678,434
Samburu,Suguta Marmar Health Centre,15682,57
Nakuru,Sunrise Evans Hospital,15686,107
Trans Nzoia,Suwerwa Health Centre,15692,78
Samburu,Swari Dispensary,15693,25
Narok,Takitech Dispensary,15700,142
Narok,Talek Health Centre,15702,84
Elgeyo Marakwet,Tambach Sub-District Hospital,15703,113
Uasin Gishu,Tangasir Dispensary,15706,1
Bomet,Tarakwa Dispensary,15710,128
Bomet,Tegat Health Centre,15714,145
Bomet,Tenduet Dispensary,15717,62
Baringo,Tenges Health Centre,15718,73
Bomet,Tenwek Mission Hospital,15719,1795
Baringo,Timboroa Health Centre,15725,109
Elgeyo Marakwet,Tot Sub-District Hospital,15738,67
Narok,Transmara District Hospital,15739,1223
Trans Nzoia,Tulwet Health Centre,15747,150
Uasin Gishu,Turbo Health Centre,15753,3150
Turkana,Turkwel Dispensary (Loima),15754,62
West Pokot,Turkwel Health Centre,15755,50
Uasin Gishu,Uasin Gishu District Hospital,15758,1905
Uasin Gishu,Uhuru Dispensary,15759,1
Kericho,Unilever Central Hospital,15761,1114
Nakuru,Upendo Village Dispensary,15762,53
Nakuru,Upper Solai Health Centre,15763,90
Samburu,Wamba Health Centre,15768,142
Samburu,Catholic Hospital Wamba,15769,149
Trans Nzoia,Weonia Dispensary,15777,70
Uasin Gishu,West Health Centre,15779,27
Samburu,West Gate Dispensary,15780,11
Trans Nzoia,Wiyeta Dispensary,15783,37
Uasin Gishu,Ziwa Sub-District Hospital,15788,1077
Busia,Aboloi Dispensary,15789,25
Busia,Agenga Dispensary (Samia),15790,57
Busia,Akichelesit Dispensary,15792,17
Busia,Alupe Sub-District Hospital,15795,1290
Busia,Amase Dispensary,15797,153
Busia,Amukura Health Centre,15798,1062
Busia,Amukura Mission Health Centre,15799,83
Busia,Angurai Health Centre,15800,641
Kakamega,Ap Line Dispensary,15801,416
Busia,Apokor Dispensary,15802,34
Kakamega,Approved Dispensary,15804,277
Vihiga,Banja Health Centre,15805,217
Vihiga,Bay Way Medical Clinic,15806,15
Kakamega,Beberion Clinic,15807,3
Bungoma,Bokoli Hospital,15808,439
Vihiga,Boyani Dispensary,15809,15
Kakamega,Buchangu Dispensary,15810,42
Busia,Budalangi Dispensary,15811,100
Kakamega,Budonga Dispensary,15812,67
Busia,Buduta Dispensary,15813,52
Vihiga,Bugamangi Dispensary,15814,36
Vihiga,Bugina Health Centre,15815,164
Busia,Bujumba Dispensary,15816,5
Kakamega,Bukaya Health Centre,15817,628
Kakamega,Bukaya Medical Centre,15818,0
Bungoma,Bukembe Dispensary,15819,363
Kakamega,Bukura Health Centre,15820,601
Bungoma,Bulondo Dispensary,15821,82
Busia,Bulwani Dispensary,15822,6
Busia,Bumala-A Health Centre,15823,1554
Busia,Bumala B Health Centre,15824,754
Bungoma,Bumula Health Centre,15825,300
Busia,Bumutiru Dispensary,15826,41
Kakamega,Bungasi Health Centre,15827,601
Bungoma,Bungoma District Hospital,15828,3103
Busia,Burinda Dispensary,15830,11
Busia,Busembe Dispensary,15831,49
Kakamega,Bushiangala Health Centre,15832,18
Kakamega,Bushiri Health Centre,15833,492
Busia,Busia District Hospital,15834,6787
Busia,Busibwabo Dispensary,15835,37
Kakamega,Butere District Hospital,15836,1477
Busia,Butula Mission Health Centre,15838,178
Busia,Bwaliro Dispensary,15840,44
Kakamega,Kakamega Central Nursing Home,15844,15
Bungoma,Chebukaka Dispensary,15848,18
Kakamega,Chebwai Mission Dispensary,15849,85
Kakamega,Chegulo Dispensary,15850,22
Kakamega,Chekalini Dispensary,15851,219
Bungoma,Chepkube Dispensary,15854,23
Bungoma,Cheptais Sub District Hospital,15855,507
Bungoma,Chesikaki Dispensary,15856,106
Kakamega,Chevoso Dispensary,15857,160
Kakamega,Chimoi Health Centre,15858,120
Kakamega,Chombeli Health Centre,15859,154
Bungoma,Chwele Health Centre,15860,635
Bungoma,Chwele Friends Dispensary,15861,536
Vihiga,Coptic Nursing Home,15862,2230
Bungoma,Dreamland Mc Health Centre,15864,155
Vihiga,Ebukanga Dispensary,15865,19
Vihiga,Ebusiratsi Health Centre,15866,353
Vihiga,Ebusyubi Dispensary,15867,66
Bungoma,Ekitale Dispensary,15869,34
Vihiga,Ekwanda Health Centre,15870,160
Bungoma,Elgon View Medical Cottage,15871,89
Kakamega,Elukhambi Dispensary,15872,59
Kakamega,Elwasambi Dispensary,15873,86
Kakamega,Elwesero Dispensary,15874,310
Vihiga,Ematsuli Dispensary,15875,98
Vihiga,Emuhaya Sub District Hospital,15876,503
Vihiga,Emusenjeli Dispensary,15878,14
Vihiga,Enzaro Health Centre,15879,83
Vihiga,Equator Nursing and Maternity Home,15880,58
Kakamega,Eregi Mission Health Centre,15881,114
Kakamega,Eshikhuyu Dispensary,15882,35
Kakamega,Eshiongo Dispensary,15883,109
Vihiga,Esiarambatsi Health Centre,15885,210
Vihiga,Esitsaba Dispensary,15887,9
Vihiga,Givudimbuli Health Centre,15889,117
Bungoma,GK Prison Dispensary ( Bungoma South),15890,56
Busia,GK Prisons Dispensary (Busia),15891,130
Kakamega,GK Prisons Dispensary (Kakamega Central),15892,396
Kakamega,Go Down Clinic,15893,5
Vihiga,Hamisi Sub District Hospital,15894,508
Vihiga,Iduku Dispensary,15896,70
Busia,Igara Dispensary,15897,51
Kakamega,Iguhu District Hospital,15899,793
Kakamega,Ileho Health Centre,15900,294
Kakamega,Imbiakalo Dispensary,15901,65
Vihiga,Inyali Dispensary,15903,59
Vihiga,Ipali Health Centre,15904,380
Kakamega,Ivona Clinic,15905,9
Kakamega,Jamia Medical Centre,15906,64
Bungoma,Kaboywo Dispensary,15909,39
Bungoma,Kaborom Dispensary,15910,51
Bungoma,Kabuchai Health Centre,15911,221
Bungoma,Kabula Dispensary,15912,269
Vihiga,Kaimosi Mission Hospital,15913,666
Kakamega,Kakamega Forest Dispensary,15914,433
Kakamega,Kakamega Provincial General Hospital (PGH),15915,3671
Kakamega,Kambiri Health Centre,15916,396
Bungoma,Kamenjo Dispensary,15917,8
Bungoma,Kamukuywa (ACK) Dispensary,15918,69
Bungoma,Kamuneru Dispensary,15919,10
Bungoma,Kanganga Dispensary,15920,51
Bungoma,Kapkateny Dispensary,15922,65
Bungoma,Kapsambu Dispensary,15923,11
Bungoma,Kaptalelio Dispensary,15924,11
Bungoma,Kaptama (Friends) Health Centre,15925,171
Bungoma,Kaptanai Dispensary,15926,25
Bungoma,Karima Dispensary,15927,81
Vihiga,Kegondi Health Centre,15928,160
Kakamega,Khalaba Health Centre,15931,140
Bungoma,Khalumuli Dispensary,15932,7
Bungoma,Khaoya Dispensary,15933,8
Kakamega,Kharanda Dispensary,15934,80
Bungoma,Khasoko Health Centre,15935,56
Kakamega,Khaunga Dispensary,15936,201
Busia,Khayo Dispensary,15937,39
Busia,Khunyangu Sub County Hospital,15939,2933
Kakamega,Khwisero Health Centre,15940,952
Bungoma,Kibingei Dispensary,15942,6
Bungoma,Kibisi Dispensary,15943,102
Bungoma,Kibuke Dispensary,15944,38
Kakamega,Kilingili Health Centre,15945,441
Vihiga,Kima Mission Hospital,15946,266
Bungoma,Kimaeti Dispensary,15947,243
Bungoma,Kimalewa Health Centre,15948,115
Kakamega,Kimangeti Dispensary,15949,75
Bungoma,Kimilili District Hospital,15950,1510
Busia,Kolanya Salvation Army Dispensary,15953,1
Kakamega,Kongoni Health Centre,15955,327
Bungoma,Kopsiro Health Centre,15956,84
Kakamega,St Charles Lwanga Health Centre,15957,91
Bungoma,Korosiandet Dispensary,15958,170
Kakamega,Kuvasali Health Centre,15959,133
Vihiga,Likindu Dispensary,15960,131
Kakamega,Likuyani Sub-District Hospital,15961,456
Vihiga,Luanda Town Dispensary,15963,207
Kakamega,Lugari Forest Dispensary,15964,150
Bungoma,Lugulu Friends Mission Hospital,15965,2346
Bungoma,Lukhome Dispensary (Bungoma West),15966,30
Bungoma,Lukhuna Dispensary,15967,41
Busia,Lukolis Model Health Centre,15968,576
Kakamega,Lumakanda District Hospital,15969,509
Kakamega,Lumani Dispensary,15970,138
Kakamega,Lung'anyiro Dispensary,15972,204
Kakamega,Lunyito Dispensary,15974,13
Busia,Lupida Health Centre,15975,164
Bungoma,Lurare Dispensary,15976,24
Kakamega,Lusheya Health Centre,15977,231
Kakamega,Lutaso Dispensary,15978,37
Bungoma,Lwanda Dispensary (Bungoma West),15979,11
Bungoma,Lwandanyi Dispensary,15980,48
Kakamega,Lwandeti Dispensary,15981,28
Vihiga,Lyanaginga Health Centre,15982,137
Kakamega,Mabusi Health Centre,15983,395
Bungoma,Machwele Dispensary,15984,44
Busia,Madende Dispensary,15985,242
Bungoma,Maeni Dispensary,15986,46
Kakamega,Mahanga Dispensary - Kakamega,15987,36
Kakamega,Majengo Dispensary,15988,20
Bungoma,Makhanga Dispensary,15989,11
Bungoma,Makhonge Health Centre,15990,164
Kakamega,Makunga Rhdc,15991,610
Bungoma,Makutano Dispensary,15992,255
Busia,Malaba Dispensary,15993,479
Bungoma,Malakisi Health Centre,15994,365
Busia,Malanga Dispensary,15995,40
Kakamega,Malava District Hospital,15996,1155
Kakamega,Malekha Dispensary,15997,38
Kakamega,Manyala Sub-District Hospital,15999,681
Kakamega,Mapengo Dispensary,16000,24
Kakamega,Marakusi Dispensary,16001,100
Busia,Matayos Health Centre,16004,1089
Kakamega,Matete Health Centre,16005,628
Kakamega,Matioli Dispensary,16006,60
Kakamega,Matunda Nursing Home,16007,40
Kakamega,Matunda Sub-District Hospital,16008,291
Kakamega,Maturu Dispensary,16009,141
Kakamega,Mautuma Sub-District Hospital,16010,411
Kakamega,Mbagara Dispensary,16011,35
Vihiga,Mbale Rural Health Training Centre,16012,507
Bungoma,Mechimeru Dispensary,16014,372
Bungoma,Mihuu Dispensary,16016,76
Bungoma,Milo HC,16018,150
Bungoma,Miluki Dispensary,16019,66
Busia,Moding Health Centre,16021,82
Busia,Moru Karisa Dispensary,16024,25
Bungoma,Mt Elgon District Hospital,16025,479
Kakamega,Muhaka Disensary,16027,323
Busia,Mukhobola Health Centre,16029,1364
Kakamega,Mukumu Hospital,16030,3523
Kakamega,Mukuyu Dispensary,16031,99
Vihiga,Mulele Dispensary,16032,102
Kakamega,Mulwanda Dispensary,16033,141
Bungoma,Mumbule Dispensary,16034,52
Kakamega,Mumias Dispensary,16035,272
Kakamega,Matungu Sub-District Hospital,16037,1133
Kakamega,Mumias Sugar Clinic,16038,171
Kakamega,Mundoli Health Centre,16040,113
Kakamega,Mung'ang'a Dispensary,16041,60
Kakamega,Mung'ung'u Dispensary,16042,63
Busia,Munongo Dispensary,16043,24
Vihiga,Munoywa Dispensary,16044,56
Kakamega,Munyuki Dispensary,16046,59
Kakamega,Musanda (ACK) Clinic,16049,10
Kakamega,Musembe Dispensary (Lugari),16051,40
Vihiga,Musitinyi Dispensary,16052,4
Kakamega,Muting'ong'o Dispensary,16054,21
Kakamega,Mutsetsa Dispensary,16055,95
Kakamega,Mwihila Mission Hospital,16058,10
Kakamega,Nabongo Dispensary,16059,373
Vihiga,Nadanya Dispensary,16060,53
Bungoma,Naitiri Sub-District Hospital,16061,1009
Kakamega,Nala Maternity and Nursing Home,16062,106
Kakamega,Namagara Dispensary,16064,32
Kakamega,Namasoli Health Centre,16065,563
Busia,Nambale Health Centre,16066,1459
Busia,Namboboto Dispensary,16067,118
Busia,Nambuku Model Health Centre,16068,145
Busia,Namuduru Dispensary,16069,98
Kakamega,Namulungu Dispensary,16070,59
Busia,Nangina Dispensary,16072,208
Busia,Holy Family Nangina Hospital,16073,2923
Busia,Nasewe Health Centre,16074,68
Bungoma,Nasianda Dispensary,16075,86
Bungoma,Nasusi Dispensary,16076,60
Kakamega,National Youth Service Dispensary,16077,77
Kakamega,Navakholo Sub-District Hospital,16078,603
Bungoma,Ndalu Health Centre,16079,271
Bungoma,Ngalasia Dispensary,16081,28
Bungoma,Nzoia Sugar Dispensary,16085,109
Kakamega,Nzoia Matete Dispensary,16086,26
Busia,Obekai Dispensary,16087,66
Busia,Port Victoria Hospital,16091,3267
Busia,Rukala Dispensary,16095,82
Busia,Rumbiye Dispensary,16096,40
Vihiga,Sabatia Health Centre,16098,853
Bungoma,Sacha Health Centre,16099,12
Kakamega,Sango Dispensary,16100,70
Kakamega,Savane Dispensary,16101,152
Kakamega,Seregeya Dispensary,16102,33
Vihiga,Serem Health Centre,16103,532
Kakamega,Shamberere Dispensary,16105,232
Kakamega,Shianda Baptist Clinic,16106,105
Kakamega,Shibwe Sub-District Hospital,16107,544
Kakamega,Shihalia Dispensary,16108,40
Kakamega,Shihome Dispensary,16109,207
Kakamega,Shikunga Health Centre,16111,231
Kakamega,Shikusa Health Centre,16112,311
Kakamega,Shikusi Dispensary,16113,108
Kakamega,Eshimukoko Health Centre,16114,136
Kakamega,Shinutsa Dispensary,16115,147
Kakamega,Shiraha Health Centre,16116,84
Vihiga,Shiru Health Centre,16117,307
Kakamega,Shisaba Dispensary,16118,269
Kakamega,Shiseso Health Centre,16119,247
Kakamega,Shitsitswi Health Centre,16121,183
Kakamega,Shivanga Health Centre,16122,61
Kakamega,Shibanze Dispensary,16123,72
Bungoma,Siboti Health Centre,16124,181
Bungoma,Sinoko Dispensary (Bungoma East),16126,170
Kakamega,Sinoko Dispensary (Likuyani),16127,44
Busia,Sio Port District Hospital,16128,948
Busia,Sirimba Dispensary,16129,16
Bungoma,Sirisia Hospital,16130,313
Busia,Sisenye Dispensary,16131,13
Kakamega,Sonak Clinic,16132,23
Kakamega,Soy Sambu Dispensary,16134,71
Busia,St Claire Dispensary,16137,46
Bungoma,St Damiano Nursing Home,16138,358
Kakamega,St Mary's Dispensary (Lugari),16139,0
Kakamega,St Mary's Hospital (Mumias),16141,2398
Kakamega,Mahatma Gandi Health Centre,16144,83
Kakamega,St Pius Musoli Health Centre,16145,527
Kakamega,Sivilie Dispensary,16147,69
Bungoma,Tamlega Dispensary,16148,66
Busia,Tanaka Nursing Home,16149,264
Busia,Teso District Hospital,16150,1346
Vihiga,Tigoi Health Centre,16151,348
Bungoma,Tongaren Health Centre,16152,262
Bungoma,Tuikut Dispensary,16153,7
Kakamega,Turbo Forest Dispensary,16154,6
Vihiga,Vihiga District Hosptial,16157,1838
Vihiga,Vihiga Health Centre,16158,439
Bungoma,Webuye Health Centre,16160,53
Bungoma,Webuye Dis H,16161,4053
Busia,Your Family Clinic,16165,2
Kilifi,Challani Medical Clinic,16191,7
Marsabit,Laisamis Hospital,16215,50
Meru,Miathene District Hospital,16234,515
Kitui,Mbondoni Dispensary,16246,0
Makueni,Kyuasini Health Centre,16254,61
Homa Bay,Maram Dispensary,16258,336
Homa Bay,Okok Dispensary,16259,512
Kisii,Nyamagesa Dispensary,16265,32
Nyamira,Nyagancha Dispensary,16266,63
Migori,Duruma,16268,51
Migori,Kipingi Dispensary,16269,125
Migori,Kombato Dispensary,16270,352
Migori,Namba Kodero Dispensary,16273,360
Migori,Ondong Dispensary,16277,161
Migori,Thim Lich Dispensary,16278,301
Migori,Yago Dispensary,16279,22
Nyamira,Kenyerere Health Centre (Nyamira),16280,132
Nyamira,Getiesi Health Centre,16281,18
Kisumu,Kasongo Dispensary,16282,278
Kisumu,Kadinda Health Centre,16283,197
Homa Bay,Oriang (SDA) Health Centre,16284,101
Turkana,Lokori Primary Health Care Programme,16324,192
Elgeyo Marakwet,Kaparon Health Centre,16335,29
Uasin Gishu,St Ladislaus Dispensary,16345,169
Uasin Gishu,Burnt Forest Rhdc (Eldoret East),16347,1701
Uasin Gishu,Kimumu Dispensary,16349,2
Trans Nzoia,Bikeke Health Centre,16361,183
Trans Nzoia,Matunda Dispensary,16364,161
West Pokot,Alale Health Centre,16367,34
West Pokot,Tinei Dispensary,16368,14
West Pokot,Orolwo Dispensary,16370,41
Bungoma,Mahanga Dispensary - Bungoma,16388,4
Bungoma,Matulo Dispensary,16389,12
Nakuru,St Joseph Nursing Home,16409,94
Siaya,St Mary's Yala Dispensary,16418,163
Busia,Ochude Dispensary,16420,50
Busia,Changara (GOK) Dispensary,16421,179
Kisii,Ekerubo Dispensary (Kisii South),16422,50
Kisii,Nyabioto Dispensary,16423,99
Kisii,Entanke Dispensary,16424,42
Kisii,Isamwera Dispensary,16425,84
Machakos,Donyo Sabuk Health Center,16432,203
Machakos,Kakuyuni Health Centre,16433,227
Machakos,Mukunike Dispensary,16435,127
Machakos,Matungulu Health Centre,16439,213
Machakos,Sengani Dispensary,16440,179
Vihiga,Junction Medical Clinic,16450,51
Vihiga,Jepkoyai Dispensary,16453,9
Vihiga,Kaptech Dispensary,16456,131
Vihiga,Kaptisi Dispensary,16457,34
Vihiga,Kimogoi Dispensary,16458,5
Embu,Gategi Health Centre,16463,115
Embu,Ishiara Sub-District Hospital,16464,378
Embu,Kiambere Health Centre,16465,43
Embu,Kiritiri Health Centre,16466,530
Embu,Mbeere District Hospital,16467,486
Kericho,Tea Research Foundation Dispensary,16471,17
Kakamega,Imulama Dispensary,16481,47
Kakamega,Shikumu Dispensary,16483,5
Kakamega,Imalaba Dispensary,16484,74
Busia,Sikarira Dispensary,16485,32
Busia,Musibiriri Dispensary,16486,18
Bungoma,Ruanda Dispensary,16487,6
Bungoma,Mayanja Dispensary,16489,226
Kwale,Gombato,16546,86
Kwale,Kinondo Kwetu Dispensary,16547,679
Kwale,Mwachande Medical Clinic,16548,3
Kwale,Mwananyamala Dispensary,16549,11
Kwale,Ukunda Medical Clinic,16552,45
Taita Taveta,Mwashuma Dispensary,16554,11
Meru,Theere Health Centre,16555,112
Kisumu,Liverpool VCT (Kisumu East),16662,2310
Kisumu,Tuungane Youth Centre (Kisumu East),16663,303
Kisumu,Usoma Dispensary,16664,82
Migori,Nyaitara Dispensary,16666,3
Kajiado,Beacon of Hope Clinic (Kajiado),16667,1341
Nakuru,Kuresoi Health Centre,16683,335
Bungoma,Emmanuel Medical Clinic (Bungoma East),16707,30
Bungoma,Jaggery Medical Clinic,16709,3
Bungoma,Kayaya Dispensary,16710,14
Bungoma,Lukusi Dispensary,16711,1
Kakamega,Elwangale Health Centre,16714,65
Kakamega,Masaba Dispensary,16715,70
Kakamega,Ikuywa Dispensary,16717,67
Kakamega,Shimuli Medical Clinic,16718,296
Migori,Mogori-Komasimo Health Centre,16721,73
Machakos,St. Mark Maternity -Tala,16742,5
Kiambu,Githunguri Health Centre (Ruiru),16748,243
Kiambu,Hamundia Health Centre,16753,127
Kakamega,Emusanda Dispensary,16762,424
Kakamega,Masinde Muliro University of Science and Technolog,16764,12
Homa Bay,Kijawa Dispensary,16765,258
Homa Bay,Miniambo Dispensary,16766,768
Homa Bay,Oridi Dispensary,16767,304
Homa Bay,Amoyo Dispensary,16768,499
Homa Bay,Kadhola Dispensary,16769,252
Homa Bay,Lwanda Awiti Dispensary,16770,254
Homa Bay,Ndisi Dispensary,16771,274
Siaya,Asayi Dispensary,16783,302
Siaya,Bar Ndege Dispensary,16784,688
Siaya,Bar-Sauri Dispensry,16785,412
Siaya,Benga Bi Dispensary,16786,216
Siaya,Masumbi Dispensary,16787,273
Siaya,Mwer Dispensary,16788,272
Siaya,Rambula Dispensary,16789,371
Siaya,Segere Dispensary,16790,465
Siaya,Umala Dispensary,16791,457
Siaya,Wagai Dispensary,16792,773
Nairobi County,AAR Clinic Sarit Centre (Westlands),16796,30
Nairobi County,Lea Toto Clinic (Nairobi West),16800,345
Kiambu,Kiandutu Health Centre,16814,823
Nyeri,Narumoru Catholic Dispensary,16816,360
Kakamega,Musembe Dispensary,16865,40
Kakamega,Ematiha Dispensary,16867,71
Nyamira,Kerumbe Dispensary,16868,29
Kisumu,St Jane Nursing Home,16870,89
Homa Bay,Nyaoga Community Dispensary,16876,369
Kisii,Nyamagiri Dispensary,16878,25
Kisii,Itembu Dispensary,16879,85
Kisii,Nyabiosi Dispensary,16880,149
Kisii,Nyagichenche (SDA) Dispensary,16881,28
Kisumu,Ring Road Health Center,16882,133
Machakos,Ndunduni Dispensary,16922,50
Makueni,Kambimawe Dispensary,16962,28
Makueni,Mbuini Dispensary,16968,10
Kisii,Openda Dispensary,16973,48
Kisii,Bokimai Dispensary,16974,10
Kisii,Eburi Dispensary,16975,84
Vihiga,Emusire Health Centre,16979,181
Nyamira,Kenyambi Health Centre (Nyamira),16980,114
Nyamira,Riakinaro Health Centre,16981,89
Nyamira,Mongorisi Health Centre,16982,64
Homa Bay,Hope Compassionate (ACK) Dispensary,16983,334
Kisii,Motonto Dispensary (Gucha),16984,47
Homa Bay,Oneno Dispensary,16985,300
Homa Bay,Nyalkinyi (Jersey) Dispensary,16986,614
Nyamira,Nyangweta Health Centre,16988,91
Nyamira,Kiang'inda Health Centre,16989,43
Nyamira,Nyansabakwa Health Centre,16990,58
Kitui,Katulani Sub District Hospital (Kitui),16991,471
Kitui,Nzangathi Dispensary,16992,16
Kitui,Syathani Dispensary,16993,3
Kitui,St Joseph Kavisuni Dispensary,16995,80
Kilifi,Kokotoni Dispensary,17017,16
Laikipia,Segera Mission Dispensary,17029,45
Migori,Koloo Dispensary,17038,261
Migori,Ombo Kowiti,17039,185
Migori,Angaga Dispensary,17050,51
Migori,Siruti Dispensary,17051,153
Migori,Ngo'nga Dispensary,17052,150
Meru,Kangeta GK Prison Dispensary,17065,35
Homa Bay,Yala Dispensary,17069,180
Kakamega,Nyaporo Dispensary,17082,77
Bomet,Kembu Dispensary,17083,31
Bomet,Sugumerga Dispensary,17093,3
Kiambu,Tinganga Catholic Dispensary,17094,400
Kisumu,Koru Dispensary,17110,151
Kisumu,Mashambani Dispensary,17111,193
Taita Taveta,Rekeke Model Health Centre,17114,18
Bungoma,Luuya Dispensary,17116,18
Bungoma,Nalondo Health Centre (Model),17117,108
Kisumu,Holo Dispensary,17118,220
Taita Taveta,Shelemba Dispensary,17120,11
Kisumu,Mama Plister Blair Health Centre,17121,239
Taita Taveta,Modambogho Dispensary,17126,35
Kakamega,Eshirembe Dispensary,17133,23
Nyamira,Magombo Community Dispensary (Manga),17134,30
Nyamira,Robinson Medical Clinic (Manga),17135,29
Nyamira,Sirate Dispensary (Manga),17140,5
Kakamega,Malaha Dispensary,17150,138
Busia,Lwanyange Dispensary,17155,45
Busia,Bukalama Dispensary,17156,2
Busia,Masendebale Dispensary,17157,9
Busia,Bukhalalire Dispensary,17158,24
Busia,Ikonzo Dispensary,17165,89
Homa Bay,Tala Dispensary,17170,299
Kisumu,Kuoyo Kaila Dispensary,17171,36
Kisumu,Kolenyo Dispensary,17172,23
Kisumu,Onyinjo Dispensary,17173,15
Kisumu,Lwala Kadawa dispensary,17174,207
Kisumu,Sunga Dispensary,17175,157
Kakamega,Namirama Dispensary,17178,40
Vihiga,Givole Dispensary,17182,18
Siaya,Uradi Health Centre,17183,446
Bungoma,Bahai Dispensary,17190,31
Bungoma,Bituyu Dispensary,17193,13
Kakamega,Eshikulu Dispensary,17217,62
Nyamira,Kerobo Health Centre,17232,57
Busia,Kamolo Dispensary,17242,42
Busia,Okook Dispensary,17245,28
Kiambu,Seth Medical Clinic,17267,15
Kisii,Emeroka Dispensary,17272,38
Meru,Mboroga Dispensary,17287,43
Kakamega,Mabole Health Centre,17297,146
Kakamega,Lukoye Health Centre,17298,67
Uasin Gishu,Neema Medical Clinic,17330,2
Uasin Gishu,Sugoi A Dispensary,17331,2
Migori,Kitere,17341,290
Migori,Midida Dispensary,17342,305
Migori,Piny Owacho Dispensary,17343,184
Migori,Kolwal Dispensary,17344,196
Mombasa,Makande Healthcare Services,17346,3
Kisii,Rikendo Dispensary,17347,39
Nairobi County,Clinix Health Care,17388,131
Kakamega,Emalindi Health Centre,17409,31
Nairobi County,Mama Lucy Kibaki Hospital-Embakasi,17411,1382
Makueni,AIC Kalamba Dispensary,17431,126
Nairobi County,Kariobangi South Clinic,17434,65
Siaya,Rambugu Dispensary (Rarieda),17437,205
Siaya,Wagoro Dispensary (Rarieda),17438,189
Siaya,Lieta Health Centre (Rarieda),17439,162
Makueni,Uvete Dispensary,17441,72
Kwale,Kiteje Dispensary,17469,5
Kiambu,Nazareth Hospital (Ruiru),17490,470
Siaya,Lihanda Health Centre,17512,294
Siaya,Oding Dispensary,17515,155
Siaya,Gongo Health Centre,17516,407
